source_indicator_id,ministry_code,ministry_name,fiscal_year,strategic_goal_number,program_goal_number,source_program_code,performance_program_name,manual_indicator_name_plan,manual_indicator_name_report,manual_indicator_unit,manual_indicator_direction_raw,manual_planned_target_raw,manual_actual_value_raw,manual_official_achievement_rate_raw,pdf_plan_program_name,pdf_plan_indicator_name,pdf_plan_unit,pdf_plan_direction_raw,pdf_plan_target_raw,documented_change_target_before_raw,documented_change_target_after_raw,documented_change_reason_raw,documented_change_source_file,documented_change_split_pdf_page,documented_change_source_pdf_page,documented_change_printed_page,documented_change_ocr_conflict,documented_change_report_conflict,pdf_report_program_name,pdf_report_indicator_name,pdf_report_unit,pdf_report_target_raw,pdf_report_actual_raw,pdf_report_official_achievement_rate_raw,planned_target_numeric_manual,planned_target_numeric_pdf,report_target_numeric_pdf,actual_value_numeric_manual,actual_value_numeric_pdf,official_achievement_rate_numeric_manual,official_achievement_rate_numeric_pdf,computed_achievement_rate,plan_target_change_abs,plan_target_change_pct,report_target_change_abs,report_target_change_pct,report_actual_change_abs,report_actual_change_pct,report_achievement_rate_change_abs_pp,plan_vs_report_target_change_abs,plan_vs_report_target_change_pct,plan_name_match_status,plan_target_match_status,report_name_match_status,report_target_match_status,report_actual_match_status,report_achievement_rate_match_status,page_evidence_status,ocr_status,overall_reconciliation_status,review_reason,review_instruction,reviewer,review_status,review_note,review_confirmed_at,plan_source_file,plan_split_pdf_page,plan_source_pdf_page,plan_printed_page,plan_source_text,report_source_file,report_split_pdf_page,report_source_pdf_page,report_printed_page,report_source_text,source_trace
MOHW-2023-III2-01,075,보건복지부,2023,Ⅲ,Ⅲ-2,,국민건강생활실천,담배반출량,담배반출량,백만 갑,하향,3479,3634,95.5,,담배반출량,,,3479.0,"3,479","3,479","예산증액되었으나, 본 지표와는 상관 없으므로 지표, 목표치 변경 안함",2023년도 성과보고서_보건복지부-256-363.pdf,73.0,328.0,,False,False,,담배반출량,,"3,479","3,611",96.2,3479.0,3479.0,3479.0,3634.0,3611.0,95.5,96.2,96.34450290778179,0.0,0.0,0.0,0.0,-23.0,-0.6329113924050633,0.7000000000000028,0.0,0.0,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,VALUE_MISMATCH,VALUE_MISMATCH,EXACT_MATCH,NOT_APPLICABLE,VALUE_MISMATCH,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 163쪽(원본 163쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 73쪽(원본 328쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,3.0,348.0,,"담배반출량 ① 0.5 일반재 정 백 3,479( 만갑) 정량 결과 하향지표 지역사회건강증진사업 ② 성과도 0.5 일반재 정 점 79.4( ) 정성 결과 프로그램목표 정신건강 증진을 통한 국민행복 실현 -3. Ⅲ",2023년도 성과보고서_보건복지부.pdf,163,163,,"궐련 및 전자담배 
반출량(국민건강증진부담금 
징수 결정 내역)
목표
3,479
3,479
3,479
3,479
실적
3,568
3,571
3,659
3,611
달성률(%)
97.4
97.4
94.8
96.2",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-III2-02,075,보건복지부,2023,Ⅲ,Ⅲ-2,,국민건강생활실천,지역사회건강증진사업 성과도,지역사회건강증진사업 성과도,점,,79.4,79.8,97.9,,지역사회건강증진사업 성과도,,,79.4,79.4,81.5,‘22년 실적 확정에 따른 목표치 상향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,73.0,328.0,,False,False,,지역사회건강증진사업 성과도,,81.5,79.8,97.9,79.4,79.4,81.5,79.8,79.8,97.9,97.9,,0.0,0.0,2.0999999999999943,2.644836272040295,0.0,0.0,0.0,2.0999999999999943,2.644836272040295,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 163쪽(원본 163쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 73쪽(원본 328쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,3.0,348.0,,지역사회건강증진사업 ② 성과도 0.5 일반재 정 점 79.4( ) 정성 결과 프로그램목표 정신건강 증진을 통한 국민행복 실현 -3. Ⅲ 국립정신건강센터 국립정신건강센터 고 ① 객만족도 0.5 일반재 정 점 95.7( ) 정성 결과,2023년도 성과보고서_보건복지부.pdf,163,163,,"지역사회건강증
진사업성과도
(점)
성인 1만명을 대상으로 지역 
보건기관의 건강증진사업에 
대한 주관적 평가, 사업참여에 
따른 건강개선 만족도 등을 5점 
척도로 조사하여 점수화
목표
79.1
79.1
79.5
81.5
실적
79.5
79.6
85.4
79.8
달성률(%)
100.5
100.6
107.4
97.9",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-III3-01,075,보건복지부,2023,Ⅲ,Ⅲ-3,,국립정신건강센터,공공보건의료계획 시 행결과 평가점수,공공보건의료계획 시 행결과 평가점수,점,,90,92.1,102.3,,공공보건의료계획 시 행결과 평가점수,,,90.7,86.3,87,‘22년 실적 확정에 따른 목표치 상향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,71.0,326.0,,False,False,,공공보건의료계획 시 행결과 평가점수,,87,92.0,105.7,90.0,90.7,87.0,92.1,92.0,102.3,105.7,,0.7000000000000028,0.777777777777781,-3.0,-3.3333333333333335,-0.09999999999999432,-0.10857763300759427,3.4000000000000057,-3.700000000000003,-4.079382579933851,AMBIGUOUS,VALUE_MISMATCH,AMBIGUOUS,VALUE_MISMATCH,VALUE_MISMATCH,VALUE_MISMATCH,EXACT_MATCH,NOT_APPLICABLE,AMBIGUOUS,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;INDICATOR_NAME_AMBIGUOUS_MULTIPLE_PROGRAMS_SAME_YEAR,동일 연도 내 지표명 중복 - 프로그램별 위치를 직접 대조하세요. / [계획서] 2023년도 성과계획서_보건복지부-346-442.pdf 2쪽(원본 347쪽) / [보고서] 2023년도 성과보고서_보건복지부.pdf 98쪽(원본 98쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 71쪽(원본 326쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,2.0,347.0,,공공보건의료계획 시 ② 행결과 평가점수 0.5 일반재 정 점 86.3( ) 정성 결과 해당없음 프로그램목표 응급의료체계 운영 지원 -3. Ⅱ 응급의료체계운영지원 중증환자 최종치료 제 ① 공률 0.5 일반재 정 90.7(%) 정량 결과,2023년도 성과보고서_보건복지부.pdf,98,98,,"- 측정방법: 공공보건의료계획 시행결과 
평가점수 산출
목표
신규
신규
86.3
87
실적
85.6
88.1
86.3
92.0
달성률(%)
-
-
100.0
105.7",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-III3-02,075,보건복지부,2023,Ⅲ,Ⅲ-3,,국립정신건강센터,국립정신건강센터 고 객만족도,국립정신건강센터 고 객만족도,점,,95.7,94.2,99.1,,국립정신건강센터 고 객만족도,,,95.7,95.7,95.1,‘22년 실적치를 반영하여 최근 3년 평균값을 목표치로 변경,2023년도 성과보고서_보건복지부-256-363.pdf,74.0,329.0,,False,False,,국립정신건강센터 고 객만족도,,95.1,94.2,99.1,95.7,95.7,95.1,94.2,94.2,99.1,99.1,,0.0,0.0,-0.6000000000000085,-0.6269592476489118,0.0,0.0,0.0,-0.6000000000000085,-0.6269592476489118,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 175쪽(원본 175쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 74쪽(원본 329쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,3.0,348.0,,국립정신건강센터 고 ① 객만족도 0.5 일반재 정 점 95.7( ) 정성 결과 공공보건의료계획 시 ② 행결과 평가점수 0.5 일반재 정 점 90.0( ) 정성 결과 프로그램목표 정신질환의 예방 및 치료 강화 -4. Ⅲ 국립나주병원,2023년도 성과보고서_보건복지부.pdf,175,175,,"국립정신건강센
터 고객만족도
(점)
ㅇ 고객만족도 = (설문조사 해당평균값 / 
5) ×100
  : 설문지 취합 후 5점 척도로 평균값 
산출하여 100점 만점으로 환산
목표
91.3
95.3
95.8
95.1
실적
95.3
95.7
94.5
94.2
달성률(%)
104.4
100.4
98.6
99.1",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-III4-02,075,보건복지부,2023,Ⅲ,Ⅲ-4,,국립나주병원,국립나주병원 수련환 경평가 점수,국립나주병원 수련환 경평가 점수,점,,91.1,92.2,100.3,,국립나주병원 수련환 경평가 점수,,,91.1,91.1,91.9,‘22년 실적 확정에 따른 목표치 상향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,74.0,329.0,,False,False,,국립나주병원 수련환 경평가 점수,,91.9,92.2,100.3,91.1,91.1,91.9,92.2,92.2,100.3,100.3,,0.0,0.0,0.8000000000000114,0.878155872667411,0.0,0.0,0.0,0.8000000000000114,0.878155872667411,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 181쪽(원본 181쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 74쪽(원본 329쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,3.0,348.0,,국립나주병원 수련환 ② 경평가 점수 0.3 일반재 정 점 91.1( ) 정성 결과 프로그램목표 정신질환의 예방 및 치료강화 -5. Ⅲ 국립부곡병원 국립부곡병원 고객만 ① 족도 0.7 일반재 정 점 88.0( ) 정성 결과 기관대표,2023년도 성과보고서_보건복지부.pdf,181,181,,"<측정산식>
ㅇ 국립나주병원 수련환경평가 점수
  - 병원수련환경평가항목 (6개부문 34개항목) 
    점수의 평균값
  - 산출식: 평가부문 총합계 점수/6
목표
88.7
90.4
91.1
91.9
실적
88.7
90.4
91.1
92.2
달성률(%)
100.0
100.0
100.0
100.3",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-III5-01,075,보건복지부,2023,Ⅲ,Ⅲ-5,,국립부곡병원,국립부곡병원 고객만 족도,국립부곡병원 고객만 족도,점,,88,89.5,101.5,,국립부곡병원 고객만 족도,,,88.0,88.0,88.2,‘22년 실적 확정에 따른 목표치 상향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,74.0,329.0,,False,False,,국립부곡병원 고객만 족도,,88.2,89.5,101.5,88.0,88.0,88.2,89.5,89.5,101.5,101.5,,0.0,0.0,0.20000000000000284,0.2272727272727305,0.0,0.0,0.0,0.20000000000000284,0.2272727272727305,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 187쪽(원본 187쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 74쪽(원본 329쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,3.0,348.0,,국립부곡병원 고객만 ① 족도 0.7 일반재 정 점 88.0( ) 정성 결과 기관대표 지수 국립부곡병원 수련환 ② 경평가 점수 0.3 일반재 정 점 90.2( ) 정성 결과 프로그램목표 정신질환의 예방 및 치료강화 -6. Ⅲ,2023년도 성과보고서_보건복지부.pdf,187,187,,"국립부곡병원 
고객만족도
(점)
설문지 취합하여 5점 척도로 평균
값 산출 후 PCSI모델에 따른 가중
치를 부여하여 100점 만점으로 종
합점수 산출
목표
88.0
88.0
88.0
88.2
실적
87.5
87.5
89.7
89.5
달성률(%)
99.4
99.4
101.9
101.5",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-III5-02,075,보건복지부,2023,Ⅲ,Ⅲ-5,,국립부곡병원,국립부곡병원 수련환 경평가 점수,국립부곡병원 수련환 경평가 점수,점,,90.2,95.8,105.7,,국립부곡병원 수련환 경평가 점수,,,90.2,90.2,90.6,‘22년 실적 확정에 따른 목표치 상향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,74.0,329.0,,False,False,,국립부곡병원 수련환 경평가 점수,,90.6,95.8,105.7,90.2,90.2,90.6,95.8,95.8,105.7,105.7,,0.0,0.0,0.3999999999999915,0.4434589800443364,0.0,0.0,0.0,0.3999999999999915,0.4434589800443364,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 187쪽(원본 187쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 74쪽(원본 329쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,3.0,348.0,,국립부곡병원 수련환 ② 경평가 점수 0.3 일반재 정 점 90.2( ) 정성 결과 프로그램목표 정신질환의 예방 및 치료강화 -6. Ⅲ 국립춘천병원 국립춘천병원 고객만 ① 족도 0.7 일반재 정 점 96.1( ) 정성 결과 기관대표,2023년도 성과보고서_보건복지부.pdf,187,187,,"수련환경평가 
점수
(점)
병원수련환경평가항목(6개부문)
의 평균값
목표
85.0
86.0
신규
90.6
실적
85.0
97.6
90.2
95.8
달성률(%)
100.0
113.5
-
105.7",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-III6-01,075,보건복지부,2023,Ⅲ,Ⅲ-6,,국립춘천병원,국립춘천병원 고객만 족도,국립춘천병원 고객만 족도,점,,96.1,91.3,98.3,,국립춘천병원 고객만 족도,,,96.1,96.1,92.9,‘22년 실적 확정에 따른 목표치 조정,2023년도 성과보고서_보건복지부-256-363.pdf,74.0,329.0,,False,False,,국립춘천병원 고객만 족도,,92.9,91.3,98.3,96.1,96.1,92.9,91.3,91.3,98.3,98.3,,0.0,0.0,-3.1999999999999886,-3.329864724245566,0.0,0.0,0.0,-3.1999999999999886,-3.329864724245566,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 193쪽(원본 193쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 74쪽(원본 329쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,3.0,348.0,,국립춘천병원 고객만 ① 족도 0.7 일반재 정 점 96.1( ) 정성 결과 기관대표 지수 국립춘천병원 수련환 ② 경평가점수 0.3 일반재 정 점 96.5( ) 정성 결과 프로그램목표 정신질환의 예방 및 치료강화 -7. Ⅲ,2023년도 성과보고서_보건복지부.pdf,193,193,,"국립춘천병원 
고객만족도
(점)
설문지 취합하여 5점 척도로 평균
값 산출후 PCSI모델에 따른 가중
치를 부여하여 100점 만점으로 종
합점수 산출
목표
97.3
96.9
96.9
92.9
실적
96.6
94.3
92.5
91.3
달성률(%)
99.3
97.3
95.5
98.3",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-III6-02,075,보건복지부,2023,Ⅲ,Ⅲ-6,,국립춘천병원,국립춘천병원 수련환경평가점수,국립춘천병원 수련환경평가점수,점,,96.5,-,-,,국립춘천병원 수련환경평가점수,,,96.5,96.5,93.4,‘22년 실적치 확정에 따른 목표치 하향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,74.0,329.0,,False,False,,국립춘천병원 수련환경평가점수,,93.4,-,-,96.5,96.5,93.4,,,,,,0.0,0.0,-3.0999999999999943,-3.2124352331606163,,,,-3.0999999999999943,-3.2124352331606163,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,NOT_APPLICABLE,NOT_APPLICABLE,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 193쪽(원본 193쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 74쪽(원본 329쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,3.0,348.0,,국립춘천병원 수련환 ② 경평가점수 0.3 일반재 정 점 96.5( ) 정성 결과 프로그램목표 정신질환의 예방 및 치료강화 -7. Ⅲ,2023년도 성과보고서_보건복지부.pdf,193,193,,"수련환경평가
점수
(점)
병원수련환경 평가항목 점수의 평
균값
목표
96.2
96.5
신규
93.4
실적
96.2
96.5
87.5
-
달성률(%)
100.0
100.0
-
-",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-III7-01,075,보건복지부,2023,Ⅲ,Ⅲ-7,,국립공주병원,국립공주병원 고객만 족도,국립공주병원 고객만 족도,점,,94.8,92.6,97.8,,국립공주병원 고객만 족도,,,94.8,94.8,94.7,’22년 실적치 확정에 따른 목표치 하향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,75.0,330.0,,False,False,,국립공주병원 고객만 족도,,94.7,92.6,97.8,94.8,94.8,94.7,92.6,92.6,97.8,97.8,,0.0,0.0,-0.09999999999999432,-0.10548523206750456,0.0,0.0,0.0,-0.09999999999999432,-0.10548523206750456,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 200쪽(원본 200쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 75쪽(원본 330쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,4.0,349.0,,국립공주병원 고객만 ① 족도 0.7 일반재 정 점 94.8( ) 정성 결과 기관대표 지수 국립공주병원 수련환 ② 경 평가 0.3 일반재 정 점 96.2( ) 정성 결과 전략목표 미래에 대비하는 저출산 고령화 정책을 통해 지속 발전가능 사회 구현 . · Ⅳ,2023년도 성과보고서_보건복지부.pdf,200,200,,"국립공주병원 
고객만족도
(점)
*PCSI: public-service customer 
satisfaction index) 공공기관 
고객만족도 지수
ㅇ 측정산식 : 고객만족도(PCSI)= 
체감 만족도(A)+요소 만족도(B)
A: (절대적만족+상대적 만족+감정적 
만족)/3
B: ∑(각 차원별 만족도(서비스 상품 
품질, 서비스 전달 품질, 서비스 
환경 품질, 사회 품질)×중요도)
목표
92.6
93.4
94.7
94.7
실적
93.2
94.5
92.3
92.6
달성률(%)
100.6
101.2
97.5
97.8",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-III7-02,075,보건복지부,2023,Ⅲ,Ⅲ-7,,국립공주병원,국립공주병원 수련환 경 평가,국립공주병원 수련환 경 평가,점,,96.2,95.4,99.4,,국립공주병원 수련환 경 평가,,,96.2,96.2,96.0,’22년 실적치 확정에 따른 목표치 하향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,75.0,330.0,,False,False,,국립공주병원 수련환 경 평가,,96.0,95.4,99.4,96.2,96.2,96.0,95.4,95.4,99.4,99.4,,0.0,0.0,-0.20000000000000284,-0.20790020790021085,0.0,0.0,0.0,-0.20000000000000284,-0.20790020790021085,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 200쪽(원본 200쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 75쪽(원본 330쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,4.0,349.0,,국립공주병원 수련환 ② 경 평가 0.3 일반재 정 점 96.2( ) 정성 결과 전략목표 미래에 대비하는 저출산 고령화 정책을 통해 지속 발전가능 사회 구현 . · Ⅳ 프로그램목표 아동보호 및 복지 강화 -1. Ⅳ 아동보호 및 복지 강화,2023년도 성과보고서_보건복지부.pdf,200,200,,"국립공주병원 
수련환경 평가
(점)
ㅇ 측정산식
  - 보건복지부 
수련환경평가위원회의 수련환경 
평가점수(2개부문: 
수련교육환경, 근무환경) 평균값
  - 산출식: (평가부문 총합계 
점수)/2 
목표
94.8
95.0
96.0
96.0
실적
94.8
97.7
93.1
95.4
달성률(%)
100.0
102.8
97.0
99.4",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-IV1-01,075,보건복지부,2023,Ⅳ,Ⅳ-1,,아동보호 및 복지 강화,아동빈곤율(OECD),아동빈곤율(OECD),%,하향,12.1,9.9,97.9,,아동빈곤율(OECD),,,12.1,12.1,9.7,‘22년 실적치(9.8%) 확인에 따른 성과목표 상향 조정(하향지표),2023년도 성과보고서_보건복지부-256-363.pdf,75.0,330.0,,False,False,,아동빈곤율(OECD),,9.7,9.9,97.9,12.1,12.1,9.7,9.9,9.9,97.9,97.9,97.97979797979797,0.0,0.0,-2.4000000000000004,-19.834710743801658,0.0,0.0,0.0,-2.4000000000000004,-19.834710743801658,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 209쪽(원본 209쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 75쪽(원본 330쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,4.0,349.0,,아동빈곤율(OECD) ① 0.5 일반재 정 12.1(%) 정량 결과 하향지표 아동학대발견율 ② 0.5 일반재 정 4.5( ) ‰ 정량 결과 상향지표 프로그램목표 저출산대응 및 인구정책지원 -2. Ⅳ 저출산대응및인구정책지원,2023년도 성과보고서_보건복지부.pdf,209,209,,"아동빈곤율(OEC
D)
(%)(하향지표)
(소득 빈곤선 이하 아동수 ÷ 전체 아
동수) × 100
* 매년 1월 경제협력개발기구(www.oecd.org)
에서 조회되는 아동빈곤율 지표 기준
목표
14.4
12.2
12.1
9.7
실적
12.3
10.6
9.8
9.9
달성률(%)
114.6
113.1
119.0
97.9",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-IV1-02,075,보건복지부,2023,Ⅳ,Ⅳ-1,,아동보호 및 복지 강화,아동학대발견율,아동학대발견율,‰,상향,4.5,2.8,73.7,,아동학대발견율,,,4.5,4.5,3.8,‘22년 실적 확정에 따른 목표치 하향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,75.0,330.0,,False,False,,아동학대발견율,,3.8,(2.8),73.7,4.5,4.5,3.8,2.8,2.8,73.7,73.7,73.68421052631578,0.0,0.0,-0.7000000000000002,-15.555555555555559,0.0,0.0,0.0,-0.7000000000000002,-15.555555555555559,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 209쪽(원본 209쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 75쪽(원본 330쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,4.0,349.0,,아동학대발견율 ② 0.5 일반재 정 4.5( ) ‰ 정량 결과 상향지표 프로그램목표 저출산대응 및 인구정책지원 -2. Ⅳ 저출산대응및인구정책지원 합계출산율명 ( ) ① 0.5 일반재 정 명 0.73( ) 정량 결과,2023년도 성과보고서_보건복지부.pdf,209,209,,"97.9
아동학대발견율
(‰)
ㅇ 측정산식 : (아동학대 사례건수) / 
(추계아동인구*) × 1,000
  * 만0세~만17세(아동복지법상 아동
정의 기준 연령)
목표
신규
신규
4.3
3.8
실적
신규
신규
3.9
(2.8)
달성률(%)
-
-
90.7
73.7",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
MOHW-2023-IV2-02,075,보건복지부,2023,Ⅳ,Ⅳ-2,,저출산대응및인구정책지원,저출산 극복위한국민 인식 홍보 캠페인효과성,저출산 극복위한국민 인식 홍보 캠페인효과성,%p,,51.7,43.6,95,,저출산 극복위한국민 인식 홍보 캠페인효과성,,,51.7,51.7,45.9,‘22년 실적치 확정에 따른 목표치 하향 조정,2023년도 성과보고서_보건복지부-256-363.pdf,75.0,330.0,,False,False,,저출산 극복위한국민 인식 홍보 캠페인효과성,,45.9,43.6,95.0,51.7,51.7,45.9,43.6,43.6,95.0,95.0,,0.0,0.0,-5.800000000000004,-11.218568665377184,0.0,0.0,0.0,-5.800000000000004,-11.218568665377184,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,MATCH_AFTER_CHANGE,EXACT_MATCH,EXACT_MATCH,EXACT_MATCH,NOT_APPLICABLE,MATCH_AFTER_CHANGE,TARGET_CHANGE_REASON_DOCUMENTED_IN_별첨6;REPORT_TARGET_CHANGE_CONFIRMED_BY_별첨6,[보고서] 2023년도 성과보고서_보건복지부.pdf 216쪽(원본 216쪽) / [별첨6 변경표] 2023년도 성과보고서_보건복지부-256-363.pdf 75쪽(원본 330쪽),,,,,2023년도 성과계획서_보건복지부-346-442.pdf,4.0,349.0,,저출산 극복위한국민 ② 인식 홍보 캠페인효과성 0.5 일반재 정 51.7(%p) 정성 결과 프로그램목표 보육지원 강화 -3. Ⅳ 보육지원강화 어린이집 이용자 만족 ① 도 0.5 일반재 정 점 80.8( ) 정성 결과,2023년도 성과보고서_보건복지부.pdf,216,216,,"식 홍보 
캠페인효과성
(%)
▪ 측정도구 : 리커트 5점 척도
(①매우 부정적, ②조금 부정적, ③보
통, ④조금 긍정적, ⑤매우 긍정적)
 * 부정 %(①+②), 보통 %(③), 긍정 
%(④+⑤)
목표
신규
신규
48.6
45.9
실적
신규
47.2
44.6
43.6
달성률(%)
-
-
91.8
95.0",plan:별첨1;plan_method:TEXT;report_method:FULL_TEXT
